epoch,bce,kld,total
747,934.756697,86.185663,1020.942361
748,935.452397,86.108386,1021.560784
749,935.630784,86.169937,1021.800721
750,936.892617,85.981772,1022.874388
751,935.543892,86.08656,1021.630453
752,934.999081,86.410751,1021.409832
753,935.867665,86.158241,1022.025906
754,935.776828,86.166023,1021.942852
755,936.71849,86.155294,1022.873784
756,939.090553,86.0844,1025.174954
757,936.192331,86.342138,1022.534469
758,934.553939,86.09282,1020.646759
759,934.068464,86.45672,1020.525184
760,933.498947,86.130837,1019.629784
761,934.343397,86.181951,1020.525347
762,934.94407,86.132193,1021.076263
763,935.764814,86.153301,1021.918115
764,935.155739,86.035906,1021.191645
765,935.51448,86.27567,1021.790149
766,933.961665,86.147675,1020.109339
767,934.344572,85.992704,1020.337276
768,934.584383,86.313986,1020.898369
769,933.71805,86.243808,1019.961858
770,934.497506,86.225258,1020.722764
771,934.268976,86.042379,1020.311355
772,935.023767,86.056572,1021.080339
773,935.552317,85.97741,1021.529727
774,935.026749,86.414474,1021.441223
775,935.075556,86.168962,1021.244517
776,934.123623,86.058648,1020.182271
777,934.675461,86.067387,1020.742848
778,934.413454,86.139223,1020.552677
779,934.112867,86.237667,1020.350533
780,933.727242,86.257744,1019.984986
781,933.791004,86.214583,1020.005587
782,934.229191,86.270625,1020.499816
783,934.394703,86.288491,1020.683194
784,934.547586,86.272358,1020.819944
785,934.465798,86.227333,1020.693132
786,934.810907,85.981844,1020.792752
787,934.394864,86.035056,1020.42992
788,935.767817,86.16268,1021.930496
789,934.547792,86.37356,1020.921353
790,935.485997,86.038027,1021.524024
791,934.717736,86.303,1021.020737
792,933.93762,86.025809,1019.963429
793,933.865353,85.960428,1019.825781
794,933.47278,86.139924,1019.612704
795,934.129814,86.228275,1020.358088
796,934.260624,86.341365,1020.601988
797,933.402031,86.104607,1019.506637
798,934.148191,86.294084,1020.442275
799,932.595971,86.257578,1018.853549
800,933.187245,86.148474,1019.33572
801,933.376248,86.283411,1019.659659
802,932.815341,86.195678,1019.01102
803,933.236517,86.453941,1019.690459
804,934.551468,86.286838,1020.838306
805,933.58206,86.255344,1019.837405
806,933.811204,86.263963,1020.075167
807,934.085664,86.214653,1020.300318
808,934.484617,86.154704,1020.639321
809,933.711751,86.195258,1019.907009
810,933.39659,86.144415,1019.541005
811,933.390433,86.419622,1019.810056
812,932.730328,86.194266,1018.924593
813,932.789154,86.2867,1019.075854
814,932.95932,86.109908,1019.069227
815,933.228019,86.501809,1019.729828
816,934.077264,86.22144,1020.298704
817,933.39546,86.260262,1019.655722
818,932.458087,86.188609,1018.646696
819,931.829732,86.242941,1018.072673
820,933.251825,86.172588,1019.424413
821,933.344743,86.220666,1019.565409
822,933.221033,86.484894,1019.705927
823,932.578929,86.125508,1018.704437
824,931.511279,86.443717,1017.954996
825,932.766809,86.281727,1019.048536
826,932.629986,86.317071,1018.947057
827,933.450877,86.330601,1019.781478
828,932.020466,86.240174,1018.260641
829,931.652119,86.104797,1017.756916
830,932.479914,86.37128,1018.851194
831,932.934412,86.141034,1019.075446
832,932.992281,86.285248,1019.27753
833,932.509797,86.163715,1018.673512
834,932.175601,86.157057,1018.332658
835,931.594435,86.179802,1017.774237
836,932.269835,86.323665,1018.5935
837,932.332813,85.951511,1018.284323
838,933.150549,86.194042,1019.344592
839,931.879526,86.402126,1018.281652
840,931.699401,85.977499,1017.676901
841,931.855891,86.231396,1018.087287
842,932.254577,86.322999,1018.577576
843,934.230628,86.282365,1020.512992
844,932.859127,86.177598,1019.036725
845,931.791145,86.196239,1017.987384
846,931.324439,86.05049,1017.374929
847,932.168248,86.481172,1018.64942
848,931.911445,86.210827,1018.122272
849,931.71989,86.242527,1017.962417
850,932.455871,86.329903,1018.785774
851,932.283478,86.360071,1018.643549
852,931.435738,86.278354,1017.714092
853,932.577267,86.04701,1018.624277
854,931.269577,86.488056,1017.757633
855,932.128325,86.182033,1018.310358
856,931.83338,86.306051,1018.13943
857,933.014463,86.13089,1019.145353
858,933.01662,86.431099,1019.447719
859,932.269436,86.356155,1018.625591
860,932.306971,86.327188,1018.634159
861,931.471185,86.257101,1017.728286
862,931.159088,86.434287,1017.593375
863,931.039742,86.412647,1017.452389
864,931.206724,86.193879,1017.400603
865,930.95506,86.462927,1017.417988
866,930.626113,86.140815,1016.766928
867,931.045533,86.240338,1017.285871
868,931.293612,86.45821,1017.751822
869,930.647486,85.976153,1016.623638
870,930.762928,86.542878,1017.305806
871,932.023352,86.332781,1018.356134
872,930.819128,86.168302,1016.98743
873,930.621191,86.197814,1016.819005
874,930.983324,86.06283,1017.046154
875,931.145347,86.338879,1017.484226
876,930.811263,86.226893,1017.038156
877,931.502813,86.205815,1017.708628
878,932.879957,86.21324,1019.093198
879,931.834549,86.368778,1018.203327
880,930.713361,86.076671,1016.790032
881,930.928933,86.308612,1017.237544
882,929.947506,86.279178,1016.226684
883,930.543541,86.265263,1016.808804
884,931.904522,86.322844,1018.227366
885,931.641038,86.358372,1017.99941
886,930.012422,86.377358,1016.38978
887,930.342965,86.212571,1016.555536
888,930.244972,86.335093,1016.580066
889,929.74691,86.339967,1016.086877
890,931.0211,86.343092,1017.364192
891,929.637634,86.466561,1016.104195
892,930.544612,86.249905,1016.794517
893,931.491815,86.305529,1017.797343
894,931.232971,86.301288,1017.534259
895,930.035574,86.279069,1016.314643
896,930.747624,86.374384,1017.122009
897,929.887337,86.452455,1016.339792
898,930.666318,86.280994,1016.947312
899,931.200497,86.318998,1017.519495
900,930.031968,86.412757,1016.444725
901,929.469596,86.23559,1015.705186
902,929.368667,86.427692,1015.79636
903,929.777676,86.18064,1015.958317
904,930.845585,86.333481,1017.179066
905,930.101469,86.208,1016.309469
906,929.66933,86.342856,1016.012186
907,929.876077,86.408497,1016.284575
908,930.08418,86.402957,1016.487137
909,929.666639,86.437787,1016.104426
910,930.747442,86.269652,1017.017094
911,930.943363,86.560281,1017.503644
912,929.90473,86.173396,1016.078126
913,929.336823,86.189535,1015.526358
914,929.435547,86.346362,1015.781909
915,929.100849,86.58563,1015.686479
916,929.196038,86.220883,1015.416921
917,930.491651,86.255016,1016.746668
918,930.366852,86.570707,1016.937559
919,930.074754,86.317768,1016.392522
920,929.313618,86.486553,1015.800172
921,929.327888,86.373624,1015.701512
922,931.407131,86.482892,1017.890024
923,929.634178,86.134522,1015.7687
924,928.985612,86.264302,1015.249914
925,929.683167,86.396733,1016.079899
926,930.572917,86.694504,1017.267421
927,929.506827,86.408746,1015.915573
928,928.76755,86.304891,1015.072441
929,931.408722,86.350449,1017.759171
930,932.802446,86.29012,1019.092566
931,929.512484,86.054297,1015.566781
932,928.918504,86.340174,1015.258678
933,929.213598,86.537112,1015.750709
934,929.432266,86.392334,1015.8246
935,929.204449,86.302186,1015.506636
936,928.97865,86.312818,1015.291467
937,928.824524,86.09224,1014.916764
938,929.03341,86.280793,1015.314203
939,928.289052,86.479931,1014.768984
940,928.16037,86.315098,1014.475469
941,928.785815,86.258511,1015.044326
942,929.00158,86.268265,1015.269845
943,929.578439,86.485643,1016.064082
944,928.86505,86.347706,1015.212757
945,928.789899,86.191432,1014.981331
946,929.176444,86.229797,1015.406241
947,928.887536,86.29626,1015.183796
948,929.924754,86.348726,1016.273481
949,928.824577,86.465177,1015.289755
950,927.689107,86.395164,1014.08427
951,927.982075,86.324798,1014.306873
952,928.603695,86.280954,1014.884649
953,931.12154,86.339244,1017.460783
954,931.150341,86.282532,1017.432873
955,928.589825,86.470721,1015.060546
956,930.313357,86.318753,1016.63211
957,930.997811,86.282601,1017.280413
958,927.957698,86.410536,1014.368235
959,928.173461,86.278055,1014.451515
960,927.534478,86.280466,1013.814944
961,927.534268,86.193585,1013.727853
962,927.625718,86.440902,1014.066619
963,928.046307,86.377993,1014.424299
964,928.923833,86.566205,1015.490038
965,928.1301,86.302345,1014.432445
966,927.809593,86.431484,1014.241077
967,928.097787,86.424043,1014.521831
968,927.859808,86.571109,1014.430917
969,927.964779,86.53666,1014.50144
970,928.137247,86.380948,1014.518194
971,929.129143,86.414828,1015.543971
972,929.980879,86.499036,1016.479915
973,928.440184,86.403856,1014.84404
974,927.812133,86.392264,1014.204398
975,928.163057,86.442732,1014.605788
976,928.273248,86.373592,1014.64684
977,927.215067,86.239869,1013.454936
978,927.87497,86.276961,1014.151931
979,928.047772,86.553482,1014.601255
980,928.053728,86.332663,1014.386391
981,927.300891,86.427734,1013.728625
982,927.757806,86.47352,1014.231326
983,927.277699,86.255996,1013.533696
984,927.602665,86.462367,1014.065032
985,928.021431,86.516373,1014.537804
986,928.301894,86.164277,1014.466171
987,927.305028,86.378425,1013.683452
988,927.201862,86.296802,1013.498665
989,927.594801,86.434833,1014.029634
990,927.429249,86.41731,1013.846559
991,928.619588,86.427343,1015.046931
992,927.814107,86.502661,1014.316767
993,927.748143,86.482347,1014.23049
994,927.742888,86.395656,1014.138544
995,927.208311,86.240145,1013.448456
996,929.411135,86.492815,1015.90395
997,927.993552,86.634061,1014.627613
998,927.348619,86.19788,1013.546499
999,928.477608,86.211575,1014.689183
1000,927.499549,86.691526,1014.191075
total_time,347.65,,
